# wavelength,relative_responsivity
306.5573770491804, 0.004081632653061051
316.3934426229509, 0.004081632653061051
326.2295081967213, 0.004081632653061051
349.1803278688525, 0.004081632653061051
360.65573770491807, 0.004081632653061051
375.4098360655738, 0.008163265306122325
385.2459016393443, 0.010204081632652962
399.81785063752284, 0.01808390022675721
406.6180935033394, 0.037792894935751775
410.1092896174864, 0.0569160997732423
414.1975308641976, 0.07721088435374135
416.39344262295083, 0.09591836734693882
419.672131147541, 0.10816326530612241
424.59016393442624, 0.08775510204081605
426.5027322404372, 0.07358276643990913
431.6939890710383, 0.04657596371882078
438.0692167577414, 0.027345804988662126
446.7395264116576, 0.01371882086167786
460.3825136612022, 0.008163265306122325
474.408014571949, 0.007081014223871307
488.43351548269584, 0.009750566893423906
502.45901639344265, 0.01602762317048012
516.0208643815201, 0.03269428983714695
523.4264318963773, 0.05137314184933217
529.2349726775956, 0.06887755102040805
536.8852459016393, 0.08659039373325061
550.9107468123862, 0.08392084106369802
559.8360655737705, 0.10744897959183652
562.704918032787, 0.13187358276643968
564.6174863387978, 0.15389739229024935
567.2029953450718, 0.17826908541194242
569.08014571949, 0.20092120181405881
570.6739526411658, 0.2236394557823128
571.6302367941712, 0.24943310657596363
573.7340619307832, 0.2761068279163519
574.4990892531875, 0.3099092970521542
577.0491803278688, 0.3693877551020407
580.2367941712205, 0.447713529856387
580.8743169398907, 0.47244897959183674
582.1493624772313, 0.4910997732426303
584.2036025096133, 0.514424288233812
584.4262295081967, 0.5350340136054422
587.4620522161506, 0.557634164777022
588.9799635701274, 0.5806122448979593
590.153815017203, 0.6029604434366339
591.5300546448087, 0.6255102040816327
591.967213114754, 0.6435600907029478
593.2190760059613, 0.6646567717996289
594.2622950819673, 0.6894557823129253
597.7231329690346, 0.7057823129251701
598.7249544626594, 0.7248299319727891
600.1275045537341, 0.7584807256235828
601.7531876138434, 0.7851473922902494
603.5063752276867, 0.8064767573696145
604.9180327868852, 0.8224489795918368
608.1967213114754, 0.8387755102040817
609.8360655737705, 0.8693877551020409
616.3934426229507, 0.8530612244897959
618.0327868852459, 0.8265306122448981
618.0327868852459, 0.7979591836734694
619.672131147541, 0.8102040816326531
622.9508196721312, 0.8306122448979593
626.2295081967213, 0.8
628.0510018214936, 0.7741354875283447
629.1985428051001, 0.7470521541950114
630.4417122040072, 0.7223497732426304
631.8053025703299, 0.6969639707734947
631.8761384335155, 0.6753590325018897
631.8761384335155, 0.6578987150415722
632.7868852459017, 0.636734693877551
633.3636915604129, 0.6158352229780801
633.7887067395263, 0.5756235827664399
634.4262295081967, 0.5592214663643236
634.4262295081967, 0.5417611489040061
634.4262295081967, 0.5243008314436886
633.9708561020036, 0.5056689342403629
635.6102003642987, 0.48492063492063486
635.7012750455374, 0.4650415721844292
635.7012750455374, 0.447713529856387
636.976320582878, 0.42522675736961446
636.976320582878, 0.4047241118669689
637.9615830435503, 0.37778808493094207
639.0710382513662, 0.350907029478458
639.2076502732241, 0.3332955404383976
638.6763812993321, 0.31364239522969695
639.5264116575593, 0.2946712018140589
639.0710382513662, 0.27675736961451225
640.8014571948997, 0.2522108843537414
643.9890710382514, 0.22324263038548742
647.3891924711597, 0.19869236583522287
649.1803278688524, 0.17551020408163254
657.3770491803278, 0.2265306122448978
660.5646630236795, 0.20102040816326516
660.9289617486338, 0.18185941043083886
663.5928961748634, 0.16084183673469377
665.0273224043716, 0.14189342403628102
666.9398907103825, 0.1246031746031746
669.7449908925319, 0.09975056689342399
672.040072859745, 0.07553539934492304
680.9653916211294, 0.056503813646670675
694.9908925318762, 0.04647495361781062
709.016393442623, 0.053473510616367514
723.0418943533698, 0.06306947021232734
737.0673952641166, 0.06840857555143254
750.629243252194, 0.07475778190063886
757.89313904068, 0.09299571680524044
761.7182756527019, 0.11301335348954389
763.9344262295082, 0.12857142857142856
767.2131147540983, 0.13877551020408152
772.1311475409835, 0.1265306122448977
776.8488160291439, 0.11514739229024928
780.4189435336976, 0.09645691609977303
787.8567091681846, 0.07826908541194233
802.4590163934425, 0.07120181405895676
812.295081967213, 0.0724489795918366
819.672131147541, 0.08775510204081605
830.655737704918, 0.10324263038548742
839.7085610200364, 0.10379818594104284
850.8196721311475, 0.07551020408163245
863.2969034608378, 0.06545042259327971
883.6976320582878, 0.061121418264275196
897.7231329690345, 0.05823541537827226
911.7486338797813, 0.059101216244073385
925.1366120218579, 0.06252834467120172
939.3442622950819, 0.06122448979591821
953.8251366120218, 0.0575139146567718
965.6193078324226, 0.053401360544217624
986.9763205828779, 0.05296846011131717
1001.511839708561, 0.06006802721088422
1010.5646630236794, 0.0645124716553287
1021.311475409836, 0.0714285714285714
1030.327868852459, 0.08006802721088424
1045.901639344262, 0.07346938775510181
1055.7377049180327, 0.05918367346938758
1067.2131147540983, 0.04489795918367334
1077.0491803278687, 0.03265306122448974
1090.1639344262294, 0.02857142857142847
